Taxon	MockHiSeq.even
k__Bacteria;Other;Other	0.00326973956233
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0404849056747
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.00076099446757
k__Bacteria;p__Bacteroidetes;Other	0.0002714213601
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.343794470614
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.52198893514e-05
k__Bacteria;p__Firmicutes;Other	0.000550452664876
k__Bacteria;p__Firmicutes;c__Bacilli	0.0910124016732
k__Bacteria;p__Firmicutes;c__Clostridia	0.373265249695
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00385570530236
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	5.07329645047e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000167418782865
k__Bacteria;p__Proteobacteria;Other	0.000116685818361
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	2.28298340271e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.123588038182
k__Bacteria;p__Verrucomicrobia;Other	6.08795574056e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0187585136256
