Taxon	MockHiSeq.even
k__Bacteria;Other;Other;Other	0.000507329645047
k__Bacteria;p__Actinobacteria;Other;Other	5.07329645047e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	7.6099446757e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0405001255641
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.00076099446757
k__Bacteria;p__Bacteroidetes;Other;Other	4.05863716037e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.345298703012
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	1.52198893514e-05
k__Bacteria;p__Firmicutes;Other;Other	5.07329645047e-05
k__Bacteria;p__Firmicutes;c__Bacilli;Other	1.52198893514e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.26832411262e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0911950403454
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	4.05863716037e-05
k__Bacteria;p__Firmicutes;c__Clostridia;Other	1.52198893514e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.374617283199
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00386585189526
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	5.07329645047e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.000172492079316
k__Bacteria;p__Proteobacteria;Other;Other	0.000116685818361
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	4.56596680542e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000507329645047
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	5.07329645047e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.122928509643
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000276494656551
k__Bacteria;p__Tenericutes;c__Mollicutes;o__	1.26832411262e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0189817386694
