DQ530224	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae
FJ481038	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae
AF116177	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae
DQ322080	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae
FJ167356	Root;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae
DQ534567	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae
AJ972459	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae
U19954	Root;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae
AJ421007	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae
DQ104734	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae
EF192226	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae
DQ681328	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae
AF166504	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae
DQ836786	Root;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae
EU427035	Root;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae
FJ462759	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae
DQ849302	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae
U35307	Root;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae
DQ917653	Root;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae
DQ875355	Root;Basidiomycota;Ustilaginomycetes;Urocystidales;Urocystidaceae
DQ872370	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae
AB257586	Root;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae
AF272836	Root;Microsporidia;Microsporea;Microsporida;Encephalitozoonidae
DQ873595	Root;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae
DQ873601	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae
DQ873647	Root;Basidiomycota;Agaricomycetes;Polyporales;Sistotremataceae
DQ873660	Root;Basidiomycota;Tremellomycetes;Tremellales;Exidiaceae
EF029224	Root;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae
FJ805250	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae
EU673370	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae
AJ877221	Root;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae
AJ271578	Root;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae
EF081003	Root;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae
DQ517384	Root;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae
EF441995	Root;Ascomycota;Pezizomycetes;Pezizales;Rhizinaceae
EF452729	Root;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae
