dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromusa;s__kysingii	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella;s__ornithinolytica	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylosarcina;s__quisquiliarum	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Scopulibacillus;s__darangshiensis	k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Cyanobacteriaceae;g__Rubidibacter;s__lacunae	k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales	misclassification	2	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__xylosoxidans	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	misclassification	2	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__gut;s__metagenome	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Anabaena;s__cylindrica	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales	misclassification	2	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermicanaceae;g__Bacillus;s__schlegelii	k__Bacteria;p__Thermi;c__Deinococci;o__Thermales	misclassification	1	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Spirulinaceae;g__Spirulina;s__subsalsa	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cercozoa	misclassification	2	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera;s__SCA1145	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	Unassigned	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Tremblayales	underclassification	0	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__viridiflava	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__saccharolyticus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Picrophilus;s__torridus	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Arsenophonus;s__arthropodicus	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Castellaniella;s__denitrificans	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__kujiense	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Nautiliales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__veneficus	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	misclassification	2	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__komagatae	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	Unassigned	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	underclassification	0	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoflavimicrobium;s__dichotomicum	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	misclassification	1	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Vulcanisaeta;s__distributa	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas;s__japonica	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	Unassigned	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	underclassification	0	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Polynucleobacter;s__cosmopolitanus	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__agilis	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Stenotrophomonas;s__maltophilia	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	overclassification	3	0.0	0.0	0.0
B1-REF	3	1	vsearch	1:0.51:0.8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__halophila	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	misclassification	2	0.0	0.0	0.0
