Taxon	EUK.Mock.1
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.0119942427635
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.016133432423
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.385857141513
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.0701592647294
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples	0.0121259442526
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria	0.000385697218276
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.000253995729109
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Scheffersomyces	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.199922860556
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.00831600831601
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.0080620125869
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Gorilla	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.000865466928815
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
Unassigned;Other;Other;Other;Other	0.284879728319
