#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
1	otu	0.00624024960996	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella
2	otu	0.196567862714	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__
3	otu	2.02315268636	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
4	otu	0.0998439937596	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__	g__
5	otu	0.00156006240249	HMPMockV1.1.Even1	k__Bacteria	Other	Other	Other	Other	Other
6	otu	0.0083203328133	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	f__	g__
7	otu	0.100364014561	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	Other
8	otu	0.340885395669	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus
9	otu	0.167446697868	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__
10	otu	0.047593664	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter
11	otu	0.381470539582	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
12	otu	0.0585141008175	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus
13	otu	0.831785031656	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria
14	otu	0.047593664	HMPMockV1.1.Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides
15	otu	0.608944357773	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__
16	otu	0.00676027041082	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Salinicoccus
17	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc
18	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Other	Other	Other
19	otu	0.886387215741	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas
20	otu	0.09127541127	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus
21	otu	0.0743629745189	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	Other
22	otu	0.047593664	HMPMockV1.1.Even1	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter
23	otu	0.302132085283	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	Other
24	otu	0.338805312465	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter
25	otu	0.331773270931	HMPMockV1.1.Even1	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus
26	otu	0.228289131565	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	Other	Other
27	otu	17.9677822318	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus
28	otu	0.00260010400416	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	Other
29	otu	0.305772230889	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__
30	otu	2.27796287876	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter
31	otu	0.478939157566	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	Other	Other	Other
32	otu	0.122996680121	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
33	otu	0.047593664	HMPMockV1.1.Even1	k__Bacteria	p__Thermi	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus
34	otu	0.0104004160166	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	Other
35	otu	0.000533049	HMPMockV1.1.Even1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
36	otu	0.00364014560582	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	Other	Other
37	otu	0.0182007280291	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	Other
38	otu	0.0176807072283	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	Other	Other	Other	Other
39	otu	0.01248049922	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__
40	otu	0.0832033281332	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	Other
41	otu	0.047593664	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	g__Propionibacterium
42	otu	1.32528477164	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Listeriaceae	g__
43	otu	0.000520020800832	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Other	Other	Other
44	otu	0.0015600624025	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	Other
45	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__
46	otu	0.047593664	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Escherichia
47	otu	0.00293255131965	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella
48	otu	0.158357771261	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__
49	otu	1.48844043065	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
50	otu	0.0	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__	g__
51	otu	0.00146627565982	HMPMockV1.2.Staggered1	k__Bacteria	Other	Other	Other	Other	Other
52	otu	0.0175953079179	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	f__	g__
53	otu	0.0124633431085	HMPMockV1.2.Staggered1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	Other
54	otu	0.000214316	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus
55	otu	0.123167155425	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__
56	otu	0.002143163	HMPMockV1.2.Staggered1	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter
57	otu	1.40964316209	HMPMockV1.2.Staggered1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
