Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
None;Other	0.587331836084	0.769621699405	0.7564770797	0.602296102442
k__Archaea;p__Euryarchaeota	0.00334253440722	0.0442633474762	0.0456930425371	0.00379228457885
k__Bacteria;p__Acidobacteria	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria	0.0123924082843	8.77992157364e-05	5.03428084864e-05	0.0140019708572
k__Bacteria;p__Bacteroidetes	0.0438277204939	0.000359178609831	0.000355871577232	0.0450187392976
k__Bacteria;p__Chloroflexi	1.3829269372e-06	2.28049911004e-06	1.73595891332e-06	4.03864172402e-06
k__Bacteria;p__Cyanobacteria	1.3829269372e-06	2.28049911004e-06	0.0	1.34621390801e-06
k__Bacteria;p__Firmicutes	0.0962019294597	0.0353283519631	0.0361825916304	0.0968264353333
k__Bacteria;p__Fusobacteria	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria;p__NKB19	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria	0.256852402974	0.150327080585	0.161229788013	0.238001195438
k__Bacteria;p__Tenericutes	1.3829269372e-06	0.0	1.73595891332e-06	2.69242781601e-06
k__Bacteria;p__Thermi	4.28707350533e-05	5.70124777509e-06	6.07585619664e-06	5.38485563202e-05
k__Bacteria;p__Verrucomicrobia	0.0	1.14024955502e-06	8.67979456662e-07	0.0
