Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
None;Other;Other;Other;Other	0.587331836084	0.769621699405	0.7564770797	0.602296102442
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.00334253440722	0.0442633474762	0.0456930425371	0.00379228457885
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.0123868765765	8.66589661813e-05	5.03428084864e-05	0.0139979322154
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae	0.0	0.0	0.0	2.69242781601e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	4.14878081161e-06	1.14024955502e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.04382495464	0.000356898110721	0.000355003597775	0.0450147006559
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae	0.0	0.0	8.67979456662e-07	4.03864172402e-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20;f__	1.3829269372e-06	2.28049911004e-06	1.73595891332e-06	1.34621390801e-06
k__Bacteria;p__Chloroflexi;c__SAR202;o__;f__	0.0	0.0	0.0	2.69242781601e-06
k__Bacteria;p__Cyanobacteria;c__S15B-MN24;o__;f__	0.0	1.14024955502e-06	0.0	1.34621390801e-06
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	1.3829269372e-06	1.14024955502e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__	2.07439040581e-05	1.25427451052e-05	1.04157534799e-05	2.96167059761e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	9.68048856043e-06	2.39452406554e-05	3.47191782665e-05	1.2115925172e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.000207439040581	0.000110604206837	0.000120649144476	0.000255780642521
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0	0.0	0.0	4.03864172402e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	1.3829269372e-06	0.0	0.0	4.03864172402e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.000253075629508	5.24514795308e-05	6.24945208797e-05	0.000215394225281
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.00255564897995	0.00351881012678	0.0035309404297	0.00276646958095
k__Bacteria;p__Firmicutes;c__Bacilli;o__Herpetosiphonales;f__Herpetosiphonaceae	1.3829269372e-06	5.70124777509e-06	4.33989728331e-06	1.34621390801e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	7.32951276718e-05	3.42074866505e-06	6.07585619664e-06	6.59644814923e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	9.12731778555e-05	5.24514795308e-05	0.000146688528176	7.80804066643e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.010373334956	0.000232610909224	0.000169255994049	0.0106983619269
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	4.01048811789e-05	1.25427451052e-05	1.04157534799e-05	5.38485563202e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	2.76585387441e-06	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0584438752932	0.013088924642	0.0138034772993	0.055373816678
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.0241237774926	0.0182120658927	0.01827530746	0.0272608316371
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.0	0.0	0.0	2.69242781601e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	2.76585387441e-06	1.14024955502e-06	8.67979456662e-07	1.34621390801e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.0	1.14024955502e-06	2.60393836999e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.0	0.0	8.67979456662e-07	1.34621390801e-06
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Fusobacteriaceae	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria;p__NKB19;c__;o__;f__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	4.14878081161e-06	2.50854902104e-05	3.29832193532e-05	4.03864172402e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.0	0.0	3.47191782665e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae	1.3829269372e-06	0.0	2.60393836999e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae	0.0	3.42074866505e-06	3.47191782665e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0111823472142	0.0717068737664	0.0751019224877	0.0102675734764
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0.0	0.0	8.67979456662e-07	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	1.3829269372e-06	1.14024955502e-06	1.04157534799e-05	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.0	0.0	0.0	6.73106954003e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.0	2.28049911004e-06	5.20787673997e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0.0194729942028	0.00138882395801	0.00132887654815	0.0210682476603
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	1.3829269372e-06	4.56099822007e-06	6.9438356533e-06	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae	4.14878081161e-06	1.14024955502e-05	1.73595891332e-05	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	6.91463468602e-06	3.42074866505e-06	9.54777402328e-06	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae	1.3829269372e-06	1.36829946602e-05	3.55871577232e-05	5.38485563202e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	1.3829269372e-06	1.14024955502e-06	7.81181510996e-06	8.07728344803e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sva0485;f__	0.0	0.0	0.0	2.69242781601e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae	1.3829269372e-05	3.42074866505e-06	6.07585619664e-06	2.55780642521e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae	1.3829269372e-06	1.14024955502e-06	8.67979456662e-07	5.38485563202e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	0.0247654555915	0.00163853861056	0.0014981325422	0.0246747547198
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__	1.3829269372e-06	2.28049911004e-06	3.47191782665e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__	0.0	0.0	2.60393836999e-06	2.69242781601e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__	4.14878081161e-06	1.14024955502e-06	1.73595891332e-06	5.38485563202e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60	0.0	0.0	0.0	4.03864172402e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__	4.14878081161e-06	5.70124777509e-06	6.07585619664e-06	4.03864172402e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae	1.3829269372e-06	2.28049911004e-06	2.60393836999e-06	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.00809565429039	0.049668130367	0.0556947698162	0.0087113501987
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae	2.76585387441e-06	1.14024955502e-06	0.0	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	0.0	0.0	2.60393836999e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae	8.29756162322e-06	6.84149733011e-06	8.67979456662e-06	8.07728344803e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.0	3.42074866505e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.164638834801	0.00799086888156	0.00838728548973	0.144202395184
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0286252046732	0.0177571063203	0.0189887865734	0.0289678308725
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae	1.3829269372e-06	1.14024955502e-06	2.60393836999e-06	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	6.91463468602e-06	7.29759715211e-05	4.94748290297e-05	1.61545668961e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__	1.3829269372e-06	0.0	1.73595891332e-06	2.69242781601e-06
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae	4.28707350533e-05	5.70124777509e-06	6.07585619664e-06	5.38485563202e-05
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3;f__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
