Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
None;Other;Other	0.587331836084	0.769621699405	0.7564770797	0.602296102442
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.00334253440722	0.0442633474762	0.0456930425371	0.00379228457885
k__Bacteria;p__Acidobacteria;c__Sva0725	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0123924082843	8.77992157364e-05	5.03428084864e-05	0.0140019708572
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0438277204939	0.000356898110721	0.000355003597775	0.0450147006559
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	8.67979456662e-07	4.03864172402e-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	1.3829269372e-06	2.28049911004e-06	1.73595891332e-06	1.34621390801e-06
k__Bacteria;p__Chloroflexi;c__SAR202	0.0	0.0	0.0	2.69242781601e-06
k__Bacteria;p__Cyanobacteria;c__S15B-MN24	0.0	1.14024955502e-06	0.0	1.34621390801e-06
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	1.3829269372e-06	1.14024955502e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.0720753861132	0.0171140055713	0.0179012083142	0.0695602188405
k__Bacteria;p__Firmicutes;c__Clostridia	0.0241265433465	0.0182143463919	0.0182813833162	0.0272662164927
k__Bacteria;p__Fusobacteria;c__Fusobacteria	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria;p__NKB19;c__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0111892618489	0.0717399410035	0.0751600771113	0.0102743045459
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0194757600566	0.00139224470668	0.00133495240435	0.0210749787298
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	3.04243926185e-05	4.10489839806e-05	8.59299662096e-05	4.98099145962e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0247654555915	0.00163853861056	0.0014981325422	0.0246747547198
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.201391501084	0.0755153072801	0.0831506959893	0.181927347528
k__Bacteria;p__Tenericutes;c__Mollicutes	1.3829269372e-06	0.0	1.73595891332e-06	2.69242781601e-06
k__Bacteria;p__Thermi;c__Deinococci	4.28707350533e-05	5.70124777509e-06	6.07585619664e-06	5.38485563202e-05
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	0.0	1.14024955502e-06	8.67979456662e-07	0.0
