Taxon	MockMiSeq.even
NOHIT;Other;Other;Other	0.000231616981315
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Bifidobacteriales	0.0486606221653
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Coriobacteriales	0.00265306724052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.308244301169
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	4.6323396263e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	2.94785248946e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0878417929681
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.381595293543
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_(class);o__Victivallales	0.000400065694998
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.79009605788e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	5.05346141051e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	1.68448713684e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	8.42243568418e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	1.26336535263e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	8.42243568418e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.120904064246
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	1.68448713684e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000619049022787
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	5.47458319471e-05
k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00576515722582
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.042802818147
