Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.320495573889
Root;k__Eukaryota;p__Fungi;Other;Other	0.00832541556523
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	0.00212603832513
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0134335518951
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.172350213074
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.002079002079
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000103479741489
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.252753972211
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0117496542836
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.205426101354
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.00134523663935
Root;k__Eukaryota;p__Metazoa;Other;Other	9.40724922625e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00303854150008
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00579486552337
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
