Taxon	Even4	Even3	Even1
None;Other;Other	0.159403814576	0.167185475144	0.146515603823
k__Bacteria;p__Acidobacteria;c__Sva0725	0.0	1.33598749516e-05	8.85825899778e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.134238882249	0.137553272501	0.127612079122
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.15980217837	0.152022017074	0.153673077093
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	2.91485702626e-05	1.33598749516e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.000349782843152	0.000320636998838	0.000186023438953
k__Bacteria;p__Firmicutes;c__Clostridia	0.374656289776	0.334370950288	0.370204360035
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.0672749001661	0.108161547608	0.104731196131
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0	1.33598749516e-05	2.65747769933e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	1.94323801751e-05	0.0	1.77165179956e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.104225571069	0.100346020761	0.0970245108026
