Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0025974025974	0.00366506907246	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.0	0.000563856780378	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.0483116883117	0.0465181843812	0.00247371675943	0.00293685756241
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__	0.0228571428571	0.0200169157034	0.00989486703772	0.0176211453744
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	0.00415584415584	0.0025373555117	0.00185528756957	0.00367107195301
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.625974025974	0.654073865238	0.725417439703	0.748164464023
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.00103896103896	0.000281928390189	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0161038961039	0.0174795601917	0.000618429189858	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.00155844155844	0.000563856780378	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.000281928390189	0.0	0.000734214390602
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.00935064935065	0.00648435297434	0.0439084724799	0.0469897209985
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0680519480519	0.0645616013533	0.0760667903525	0.0506607929515
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0.0103896103896	0.00817592331548	0.0828695114409	0.0778267254038
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.027012987013	0.0225542712151	0.00309214594929	0.0014684287812
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.000519480519481	0.000563856780378	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia	0.000519480519481	0.000563856780378	0.00989486703772	0.00881057268722
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.100779220779	0.0958556526642	0.00309214594929	0.0124816446402
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;Other	0.0493506493506	0.0428531153087	0.0401978973408	0.0286343612335
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	0.0114285714286	0.0124048491683	0.000618429189858	0.0
