Taxon	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
No blast hit;Other;Other;Other;Other;Other	0.000120402025618	2.10120083628e-05	1.14758387691e-05	5.102735066e-05
None;Other;Other;Other;Other;Other	0.75940486255	0.566040742284	0.746650202663	0.587602128654
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0646409188562	0.00470581437291	0.0650159820181	0.00504283339348
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	5.66214931283e-05	0.0112414244741	5.12587465018e-05	0.0120905239991
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	2.60328704038e-06	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	1.30164352019e-06	8.75500348449e-07	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	6.50821760095e-07	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	6.50821760095e-07	1.40080055752e-05	0.0	1.10929023174e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.000251217199397	0.0371439777833	0.000266239459442	0.0396334609264
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wautersiella	0.0	1.7510006969e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__	0.00842488768443	0.0134862073675	0.00894732896027	0.0136427907967
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__	6.50821760095e-06	5.25300209069e-06	7.65055917937e-06	5.17668774811e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	1.10639699216e-05	7.87950313604e-06	9.94572693318e-06	1.62695900655e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	1.3667256962e-05	9.01765358903e-05	2.60119012099e-05	0.000149384417874
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	6.89871065701e-05	0.000363332644606	9.7162101578e-05	0.000456288048655
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__	1.95246528029e-06	2.62650104535e-06	1.53011183587e-06	4.43716092695e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	2.86361574442e-05	5.51565219523e-05	3.36624603892e-05	6.13807261562e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	6.50821760095e-07	6.12850243914e-06	5.35539142556e-06	2.21858046348e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus	0.0	0.0	0.0	1.47905364232e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__	0.0	6.12850243914e-06	7.65055917937e-07	2.21858046348e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	2.0175474563e-05	4.37750174225e-05	2.4481789374e-05	7.17341016524e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.00411514598908	0.00316318275895	0.00420857260457	0.00348317132766
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	6.50821760095e-07	8.75500348449e-07	0.0	7.39526821159e-07
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0.0	8.75500348449e-07	0.0	2.21858046348e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	1.30164352019e-06	8.75500348449e-07	0.0	7.39526821159e-07
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	0.0	1.7510006969e-06	7.65055917937e-07	2.21858046348e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus	0.0	0.0	1.53011183587e-06	2.21858046348e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__	6.50821760095e-07	5.25300209069e-06	4.59033550762e-06	1.10929023174e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.000115195451537	0.00979072039671	0.000132354673803	0.0103097434138
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus	1.04131481615e-05	9.63050383294e-05	1.68312301946e-05	0.000117584764564
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0.0	6.12850243914e-06	7.65055917937e-07	8.13479503275e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	0.0	1.7510006969e-06	0.0	1.03533754962e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	6.50821760095e-06	5.95340236945e-05	8.41561509731e-06	0.000111668549995
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.00733280877099	0.0369040906878	0.00747842159783	0.0337105906157
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0.0	7.00400278759e-06	0.0	6.65574139043e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	3.90493056057e-06	5.25300209069e-06	2.29516775381e-06	1.03533754962e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator	5.85739584086e-06	8.75500348449e-06	1.30059506049e-05	1.18324291385e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0169701773945	0.0236525174137	0.0175488526456	0.025373165234
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sedimentibacter	0.0	2.62650104535e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__	3.90493056057e-06	1.7510006969e-06	1.53011183587e-06	4.43716092695e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	6.50821760095e-07	8.75500348449e-07	7.65055917937e-07	7.39526821159e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.0	0.0	7.65055917937e-07	7.39526821159e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium	6.50821760095e-07	8.75500348449e-07	7.65055917937e-07	2.21858046348e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus	0.0	8.75500348449e-07	0.0	7.39526821159e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	1.95246528029e-06	0.0	2.29516775381e-06	7.39526821159e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0	0.0	1.53011183587e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	2.95810728463e-06
k__Bacteria;p__NKB19;c__;o__;f__;g__	0.0	8.75500348449e-07	0.0	7.39526821159e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	0.0	0.0	0.0	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	2.99378009644e-05	6.12850243914e-06	2.67769571278e-05	3.69763410579e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0.0	4.37750174225e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	6.50821760095e-07	0.0	0.0	7.39526821159e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium	0.0	0.0	1.53011183587e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	1.30164352019e-06	8.75500348449e-07	2.29516775381e-06	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0.0663688506292	0.00995706546291	0.0697853406105	0.00899264614529
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum	1.30164352019e-06	0.0	1.53011183587e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	6.50821760095e-07	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MOB121;f__;g__	0.0	8.75500348449e-07	0.0	7.39526821159e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__	0.0	0.0	0.0	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.00122744983954	0.0183110897878	0.00124321586665	0.01999310761
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.0	8.75500348449e-07	0.0	7.39526821159e-07
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__	0.0	0.0	1.53011183587e-06	7.39526821159e-07
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	0.00140772746709	0.0239037860137	0.00140540772125	0.0245404580333
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	1.30164352019e-06	0.0	4.59033550762e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__;g__	6.50821760095e-07	0.0	0.0	7.39526821159e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__	1.95246528029e-06	8.75500348449e-07	1.53011183587e-06	2.95810728463e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.042789578261	0.00697861327749	0.0485420329372	0.00771992048608
