Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unclassified;Other;Other;Other	2.76585387441e-06	1.59634937702e-05	1.82275685899e-05	2.69242781601e-06
k__Archaea;p__Euryarchaeota;Other;Other	0.0	1.14024955502e-06	2.60393836999e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.00335774660353	0.0444047384211	0.0458041439075	0.00380305429011
k__Bacteria;Other;Other;Other	0.00269809045449	0.00260889098188	0.00308132707115	0.00333322563622
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	1.3829269372e-06	0.0	0.0	5.38485563202e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.0125044253662	9.12199644014e-05	5.81546235964e-05	0.0140908209751
k__Bacteria;p__Bacteroidetes;Other;Other	9.68048856043e-06	0.0	8.67979456662e-07	8.07728344803e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.0437765521972	0.00035461761161	0.000354135618318	0.0449527748161
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.000307009780059	0.00116305454612	0.00131672483576	0.000383670963781
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.0289902973846	0.00624172606417	0.00654282914432	0.0306115580541
k__Bacteria;p__Firmicutes;c__Bacilli;o__	0.0132857790857	0.00877650082497	0.00910597247984	0.0134540617966
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.463268077621	0.66790573785	0.650046306704	0.464645730348
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0862351750232	0.0996555306094	0.10420527367	0.0851412986118
k__Bacteria;p__Firmicutes;c__Clostridia;Other	9.68048856043e-06	4.56099822007e-06	4.33989728331e-06	9.42349735604e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0238693189361	0.0179441072473	0.0180088377668	0.0269471637965
k__Bacteria;p__Proteobacteria;Other;Other	0.000149356109218	0.000339794367395	0.000393194693868	0.000185777519305
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	6.91463468602e-05	0.000454959572452	0.000519919694541	8.34652622963e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	4.14878081161e-06	2.39452406554e-05	3.64551371798e-05	2.69242781601e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.011055117936	0.0710124617874	0.0742469627229	0.0101356445134
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	3.87219542417e-05	2.28049911004e-06	4.33989728331e-06	4.30788450562e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	2.76585387441e-06	2.28049911004e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0194149112714	0.00138084221113	0.0013158568563	0.0209955521092
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other	0.0	0.0	0.0	4.03864172402e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0248442824269	0.00163967886012	0.00150594435731	0.0247326419179
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000311158560871	0.000407069091141	0.000433989728331	0.000336553477001
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.00801544452803	0.0492952687625	0.0552295328274	0.00862923115031
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	3.42074866505e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.192684593088	0.0255598340253	0.0271521333633	0.172608854857
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	1.3829269372e-06	4.78904813107e-05	2.77753426132e-05	1.2115925172e-05
k__Bacteria;p__Thermi;c__Deinococci;Other	1.24463424348e-05	1.14024955502e-06	0.0	1.61545668961e-05
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales	0.0650805416648	0.0006590642428	0.000581546235964	0.0748252614347
