Taxon	Even1	Even3	Even4
k__Bacteria;Other;Other	0.0134421883945	0.0125932195635	0.0129003319279
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class)	0.13916664706	0.142997666651	0.188499147753
k__Bacteria;p__Bacteroidetes;Other	0.00135676697331	0.00140687194034	0.00128285637391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.167478374076	0.163208583063	0.176818875034
k__Bacteria;p__Firmicutes;Other	0.00124697080206	0.00157844168916	0.00119314613797
k__Bacteria;p__Firmicutes;c__Bacilli	0.0362797920147	0.0453973555383	0.0396250112138
k__Bacteria;p__Firmicutes;c__Clostridia	0.378718364978	0.342498970582	0.338584372477
k__Bacteria;p__Proteobacteria;Other	0.000760730615094	0.000640527062268	0.000672826769534
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	7.84258366076e-06	1.14379832548e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.116352571191	0.127201811777	0.130017044945
k__Bacteria;p__Tenericutes;Other	0.000172536840537	0.000240197648351	0.000134565353907
k__Bacteria;p__Tenericutes;c__Erysipelotrichi	0.145009371887	0.162213478519	0.110262850991
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	7.84258366076e-06	1.14379832548e-05	8.97102359379e-06
