Taxon	Mock.1	Mock.3	Mock.2
NOHIT;Other;Other;Other;Other	0.110544116774	0.090294103536	0.0872584462535
k__Fungi;Other;Other;Other;Other	0.0930398148698	0.0988981112764	0.0811464537439
k__Fungi;p__;c__;o__;f__	0.371664787674	0.344240272514	0.355900023408
k__Fungi;p__Ascomycota;c__;o__;f__	0.000138452105461	9.59554766588e-05	5.20169575282e-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.0663185585158	0.0647059764269	0.0603396707327
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__	0.211633932633	0.253530361912	0.256807719316
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae	0.0193437370201	0.0215260119305	0.0207547660537
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	0.114974584149	0.113579299205	0.125959062654
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.00077137601614	0.000463784803851	0.000520169575282
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae	0.0115706402421	0.012666122919	0.0112616713048
