SH135196.07FU_UDB021463_refs	k__Fungi;p__Basidiomycota
SH135314.07FU_GU233334_refs	k__Fungi;p__Basidiomycota
SH095058.07FU_DQ001301_reps	k__Fungi;p__Ascomycota
SH121545.07FU_AB546939_reps	k__Fungi;p__Ascomycota
SH107554.07FU_KJ706650_reps	k__Fungi;p__Basidiomycota
SH082982.07FU_UDB018160_refs	k__Fungi;p__Basidiomycota
SH089853.07FU_DQ900583_reps	k__Fungi;p__Basidiomycota
SH077750.07FU_HM484548_refs	k__Fungi;p__Ascomycota
SH099253.07FU_KF765671_reps	k__Fungi;p__Ascomycota
SH095118.07FU_JX507805_reps	k__Fungi;p__Ascomycota
SH078648.07FU_JN206300_refs	k__Fungi;p__Zygomycota
SH135224.07FU_JN114084_reps	k__Fungi;p__Basidiomycota
SH119318.07FU_UDB016255_refs	k__Fungi;p__Basidiomycota
SH094901.07FU_EU918698_reps	k__Fungi;p__Basidiomycota
SH086883.07FU_AF210682_refs	k__Fungi;p__Ascomycota
SH550810.07FU_KM243179_reps	k__Fungi;p__Ascomycota
SH087043.07FU_DQ278422_refs	k__Fungi;p__Ascomycota
SH544626.07FU_KT121566_reps	k__Fungi;p__Basidiomycota
SH094012.07FU_JQ520199_reps	k__Fungi;p__Basidiomycota
SH117093.07FU_JN207318_reps	k__Fungi;p__Ascomycota
SH113195.07FU_DQ104714_refs	k__Fungi;p__Ascomycota
SH126339.07FU_KF764563_refs	k__Fungi;p__Ascomycota
SH091812.07FU_UDB002508_reps	k__Fungi;p__Basidiomycota
SH097348.07FU_UDB017950_refs	k__Fungi;p__Basidiomycota
SH135627.07FU_GU233320_refs	k__Fungi;p__Basidiomycota
SH122169.07FU_KF800113_reps	k__Fungi;p__Ascomycota
SH108922.07FU_FJ039600_reps	k__Fungi;p__Basidiomycota
SH110285.07FU_AB745432_reps	k__Fungi;p__Ascomycota
SH089728.07FU_JN049844_refs	k__Fungi;p__Ascomycota
SH105176.07FU_JX524619_refs	k__Fungi;p__Basidiomycota
SH107571.07FU_AF444506_refs	k__Fungi;p__Basidiomycota
SH082167.07FU_KC585356_reps	k__Fungi;p__Basidiomycota
SH125898.07FU_KC710080_reps	k__Fungi;p__Basidiomycota
SH537809.07FU_KP309853_reps	k__Fungi;p__Ascomycota
SH080465.07FU_UDB015429_refs	k__Fungi;p__Basidiomycota
SH094299.07FU_UDB000747_refs	k__Fungi;p__Basidiomycota
SH122132.07FU_AB614131_refs	k__Fungi;p__Ascomycota
SH108771.07FU_AB361637_reps	k__Fungi;p__Ascomycota
SH127549.07FU_AY487565_refs	k__Fungi;p__Basidiomycota
SH080700.07FU_DQ083020_refs	k__Fungi;p__Ascomycota
SH101783.07FU_UDB019548_reps	k__Fungi;p__Basidiomycota
SH132498.07FU_EF685058_reps	k__Fungi;p__Basidiomycota
SH094295.07FU_DQ481700_reps	k__Fungi;p__Basidiomycota
SH548285.07FU_LC014564_reps	k__Fungi;p__Ascomycota
SH102559.07FU_EF121860_reps	k__Fungi;p__Ascomycota
SH083841.07FU_HM189873_reps	k__Fungi;p__Basidiomycota
SH100445.07FU_LM652441_refs	k__Fungi;p__Ascomycota
SH091106.07FU_FN678836_reps	k__Fungi;p__Zygomycota
SH551676.07FU_LC014574_reps	k__Fungi;p__Ascomycota
SH135323.07FU_KF732578_refs	k__Fungi;p__Basidiomycota
SH100502.07FU_KF800276_reps	k__Fungi;p__Ascomycota
SH123831.07FU_AF081481_reps	k__Fungi;p__Ascomycota
SH120984.07FU_KJ162304_reps	k__Fungi;p__Ascomycota
SH132535.07FU_KF433018_reps	k__Fungi;p__Basidiomycota
SH133935.07FU_HE649956_refs	k__Fungi;p__Basidiomycota
SH130353.07FU_UDB015790_refs	k__Fungi;p__Basidiomycota
SH092389.07FU_JQ936271_reps	k__Fungi;p__Ascomycota
SH136486.07FU_EU668290_reps	k__Fungi;p__Ascomycota
SH118576.07FU_AB190406_reps	k__Fungi;p__Ascomycota
SH107110.07FU_JQ317399_reps	k__Fungi;p__Ascomycota
SH085996.07FU_HQ833451_reps	k__Fungi;p__Ascomycota
SH124286.07FU_EU035405_refs	k__Fungi;p__Ascomycota
SH133941.07FU_AF455242_reps	k__Fungi;p__Ascomycota
SH104013.07FU_AB116864_reps	k__Fungi;p__Basidiomycota
SH127304.07FU_AY558646_reps	k__Fungi;p__Basidiomycota
SH538017.07FU_LC098745_reps	k__Fungi;p__Basidiomycota
SH133629.07FU_UDB011151_refs	k__Fungi;p__Basidiomycota
SH114376.07FU_AY591353_refs	k__Fungi;p__Basidiomycota
SH122151.07FU_HQ699660_refs	k__Fungi;p__Ascomycota
SH084897.07FU_KF823601_reps	k__Fungi;p__Ascomycota
SH095254.07FU_GQ927295_reps	k__Fungi;p__Ascomycota
SH091170.07FU_AB080501_refs	k__Fungi;p__Ascomycota
SH114611.07FU_JX517195_reps	k__Fungi;p__Ascomycota
SH134788.07FU_AY509790_reps	k__Fungi;p__Ascomycota
SH085192.07FU_EU280121_refs	k__Fungi;p__Ascomycota
SH087110.07FU_AF205639_reps	k__Fungi;p__Basidiomycota
SH092706.07FU_JX310822_reps	k__Fungi;p__Basidiomycota
SH110662.07FU_UDB016400_reps	k__Fungi;p__Basidiomycota
SH077406.07FU_UDB017901_reps	k__Fungi;p__Basidiomycota
SH077920.07FU_KC710095_reps	k__Fungi;p__Basidiomycota
SH077783.07FU_HQ897790_refs	k__Fungi;p__Ascomycota
SH132134.07FU_UDB017630_reps	k__Fungi;p__Basidiomycota
SH125225.07FU_AY292428_refs	k__Fungi;p__Basidiomycota
SH116054.07FU_JX978241_reps	k__Fungi;p__Ascomycota
SH118790.07FU_AJ538335_refs	k__Fungi;p__Ascomycota
SH094338.07FU_KJ206486_refs	k__Fungi;p__Basidiomycota
SH113877.07FU_KF471124_reps	k__Fungi;p__Ascomycota
SH081819.07FU_UDB014116_reps	k__Fungi;p__Basidiomycota
SH132070.07FU_UDB011430_refs	k__Fungi;p__Basidiomycota
SH087386.07FU_U77361_reps	k__Fungi;p__Ascomycota
SH107680.07FU_KJ706652_reps	k__Fungi;p__Basidiomycota
SH090446.07FU_KC343039_refs	k__Fungi;p__Ascomycota
SH128551.07FU_KF438171_refs	k__Fungi;p__Basidiomycota
SH082567.07FU_UDB015170_refs	k__Fungi;p__Basidiomycota
SH092115.07FU_HM071902_refs	k__Fungi;p__Ascomycota
SH081751.07FU_AB916507_reps	k__Fungi;p__Zygomycota
SH122061.07FU_JN845091_refs	k__Fungi;p__Basidiomycota
SH107783.07FU_FJ214864_reps	k__Fungi;p__Ascomycota
SH104394.07FU_FJ717605_refs	k__Fungi;p__Basidiomycota
SH135606.07FU_JQ287692_reps	k__Fungi;p__Basidiomycota
SH120858.07FU_KC984859_refs	k__Fungi;p__Basidiomycota
SH102328.07FU_JN418792_reps	k__Fungi;p__Ascomycota
SH085564.07FU_AF444469_refs	k__Fungi;p__Basidiomycota
SH079478.07FU_EU343818_reps	k__Fungi;p__Ascomycota
SH109139.07FU_FJ797879_reps	k__Fungi;p__Ascomycota
SH093825.07FU_HM562114_reps	k__Fungi;p__Basidiomycota
SH115765.07FU_KJ816764_reps	k__Fungi;p__Ascomycota
SH077352.07FU_AY588105_reps	k__Fungi;p__Basidiomycota
SH105279.07FU_KC585259_reps	k__Fungi;p__Basidiomycota
SH086688.07FU_EU644081_reps	k__Fungi;p__Ascomycota
SH109659.07FU_KC492919_reps	k__Fungi;p__Basidiomycota
SH117143.07FU_FJ623614_refs	k__Fungi;p__Ascomycota
SH480025.07FU_KC168089_refs	k__Fungi;p__Basidiomycota
SH107076.07FU_AB454331_reps	k__Fungi;p__Ascomycota
SH127719.07FU_KC489481_reps	k__Fungi;p__Zygomycota
SH126296.07FU_AY425660_reps	k__Fungi;p__Ascomycota
SH134962.07FU_EU673081_reps	k__Fungi;p__Basidiomycota
SH107657.07FU_KF447564_reps	k__Fungi;p__Ascomycota
SH540586.07FU_KF836955_reps	k__Fungi;p__Glomeromycota
SH095182.07FU_KF699124_reps	k__Fungi;p__Basidiomycota
SH080563.07FU_HG007985_refs	k__Fungi;p__Basidiomycota
SH135174.07FU_UDB015686_reps	k__Fungi;p__Basidiomycota
SH086953.07FU_EU837224_refs	k__Fungi;p__Basidiomycota
SH103999.07FU_KC858281_reps	k__Fungi;p__Basidiomycota
SH093841.07FU_JN580813_reps	k__Fungi;p__Basidiomycota
SH092575.07FU_KC011063_refs	k__Fungi;p__Ascomycota
SH135995.07FU_JX000369_reps	k__Fungi;p__Basidiomycota
SH099092.07FU_HM161509_refs	k__Fungi;p__Ascomycota
