Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Actinomycetaceae	0.0025974025974	0.00366506907246	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Propionibacteriaceae	0.0	0.000563856780378	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0.000519480519481	0.00112771356076	0.0	0.000734214390602
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.0233766233766	0.0202988440936	0.00989486703772	0.0176211453744
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0472727272727	0.0451085424302	0.00247371675943	0.00220264317181
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.63012987013	0.65661122075	0.727272727273	0.751835535977
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0171428571429	0.0177614885819	0.000618429189858	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.00155844155844	0.000563856780378	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.000281928390189	0.0	0.000734214390602
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.00935064935065	0.00648435297434	0.0439084724799	0.0469897209985
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.0680519480519	0.0645616013533	0.0760667903525	0.0506607929515
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0103896103896	0.00817592331548	0.0828695114409	0.0778267254038
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0.027012987013	0.0225542712151	0.00309214594929	0.0014684287812
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.000519480519481	0.000563856780378	0.00989486703772	0.00881057268722
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Pseudomonadaceae	0.0493506493506	0.0428531153087	0.0401978973408	0.0286343612335
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.101298701299	0.0964195094446	0.00309214594929	0.0124816446402
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae	0.0114285714286	0.0124048491683	0.000618429189858	0.0
